format,component,distribution,strategy,lanes,case_count,geomean_speedup_vs_fp64,mean_rank_within_format,wins,median_cv_percent
e0m15,gemv,normal_0_1,fixed_integer_x4,4,5,1.239487985806039,1.6,2,0.1553294250154216
e0m15,gemv,normal_0_1,fixed_integer_x8,8,5,1.2222498301486304,4.0,3,0.16588515029873024
e0m15,gemv,normal_0_1,fixed_integer_x2,2,5,1.0672451225406483,3.2,0,0.14207080079397003
e0m15,gemv,normal_0_1,fixed_integer_x1,1,5,0.9666204364974429,4.4,0,0.25190235982458187
e0m15,gemv,normal_0_1,fp32_bits_x4,4,5,0.9491652784358062,6.0,0,0.07700792774076261
e0m15,gemv,normal_0_1,fp32_bits_x2,2,5,0.8875545310904197,6.2,0,0.13231666534996617
e0m15,gemv,normal_0_1,fp32_bits_x8,8,5,0.8672982390413836,9.0,0,0.16928111418999597
e0m15,gemv,normal_0_1,fp32_bits_x1,1,5,0.7614029278297622,9.2,0,0.15050600948680373
e0m15,gemv,normal_0_1,word_masked_x4,4,5,0.7402745560913266,12.4,0,0.13457720383364202
e0m15,gemv,normal_0_1,word_branchy_x4,4,5,0.7402164244674118,13.2,0,0.1626893193976929
e0m15,gemv,normal_0_1,word_masked_x8,8,5,0.7351297769759378,12.4,0,0.19440707524412337
e0m15,gemv,normal_0_1,word_branchy_x8,8,5,0.734490694479328,12.6,0,0.1907240792253978
e0m15,gemv,normal_0_1,generic_x4,4,5,0.733741425958052,12.4,0,0.08819257874233072
e0m15,gemv,normal_0_1,generic_x2,2,5,0.7107203985687324,14.2,0,0.10495155145940362
e0m15,gemv,normal_0_1,generic_x8,8,5,0.701563768134287,13.6,0,0.13509003509596113
e0m15,gemv,normal_0_1,word_branchy_x2,2,5,0.6928286399779161,14.4,0,0.13922006720576066
e0m15,gemv,normal_0_1,word_masked_x2,2,5,0.6927579731632829,14.2,0,0.15918359073528313
e0m15,gemv,normal_0_1,generic_x1,1,5,0.6493759667694733,16.2,0,0.2799923788395001
e0m15,gemv,normal_0_1,word_branchy_x1,1,5,0.6417432642958912,17.0,0,0.13777300853124516
e0m15,gemv,normal_0_1,word_masked_x1,1,5,0.6415175217569725,17.2,0,0.09018638260425905
e0m15,gemv,normal_0_1,full_high_l2_x2,2,5,0.5780483708365814,20.2,0,0.4682250876176415
e0m15,gemv,normal_0_1,full_high_l2_x1,1,5,0.5508163233883693,21.8,0,0.3572768866785432
e0m15,gemv,normal_0_1,full_high_l2_x8,8,5,0.5396703217946189,22.6,0,0.08805556917984518
e0m15,gemv,normal_0_1,full_high_l2_x4,4,5,0.5103978390483209,22.0,0,0.20213537223884623
e0m15,gemv,uniform_0_1,fixed_integer_x4,4,5,1.2408628952869574,1.6,2,0.14962911995259107
e0m15,gemv,uniform_0_1,fixed_integer_x8,8,5,1.2232945782605464,4.0,3,0.14540590970092057
e0m15,gemv,uniform_0_1,fixed_integer_x2,2,5,1.0685404976467823,3.2,0,0.10678501108320439
e0m15,gemv,uniform_0_1,fixed_integer_x1,1,5,0.9667450497424882,4.4,0,0.3333412566358128
e0m15,gemv,uniform_0_1,fp32_bits_x4,4,5,0.9495699091741364,6.2,0,0.060674297951897396
e0m15,gemv,uniform_0_1,fp32_bits_x2,2,5,0.8876725461743609,6.2,0,0.16963114811277533
e0m15,gemv,uniform_0_1,fp32_bits_x8,8,5,0.8678399431097095,8.8,0,0.15256303770189972
e0m15,gemv,uniform_0_1,fp32_bits_x1,1,5,0.7614138300596355,9.0,0,0.18509035119963402
e0m15,gemv,uniform_0_1,word_branchy_x4,4,5,0.7412921006278359,12.4,0,0.17267288953582777
e0m15,gemv,uniform_0_1,word_masked_x4,4,5,0.7407510869047413,13.0,0,0.13487407230420423
e0m15,gemv,uniform_0_1,word_branchy_x8,8,5,0.7341912747371931,11.8,0,0.17432167483090727
e0m15,gemv,uniform_0_1,word_masked_x8,8,5,0.7338692291885021,12.0,0,0.20817824130556448
e0m15,gemv,uniform_0_1,generic_x4,4,5,0.7338083003173606,11.8,0,0.0832954340141322
e0m15,gemv,uniform_0_1,generic_x2,2,5,0.7114345265949441,14.8,0,0.13712936882628454
e0m15,gemv,uniform_0_1,generic_x8,8,5,0.702496965068305,13.4,0,0.13101721661491278
e0m15,gemv,uniform_0_1,word_masked_x2,2,5,0.6933894639476669,14.8,0,0.13437473858618598
e0m15,gemv,uniform_0_1,word_branchy_x2,2,5,0.6930932257861047,14.6,0,0.14008032096536416
