timestamp,gpu,mode,graph_id,variant,variant_label,kernel,N,blocks,threads,storage_bits,arithmetic_type,table_location,component_bits,components,lut_entries_per_component,total_lut_entries,total_lut_bytes,dynamic_shared_bytes,target_x,q,mean_unique_indices,actual_x,mean_unique_sectors,mean_shared_wavefronts,warmup,sample,execution_order,kernel_ms,result
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,2,0,0.26307201385498047,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,3,0,0.2630079984664917,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,4,0,0.26368001103401184,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,5,0,0.26188799738883972,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,6,0,0.26489600539207458,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,7,0,0.26195201277732849,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,8,0,0.26451200246810913,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,9,0,0.26431998610496521,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,10,0,0.26246398687362671,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,11,0,0.26281601190567017,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,12,0,0.26447999477386475,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,13,0,0.26198399066925049,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,14,0,0.26368001103401184,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,15,0,0.26204800605773926,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,16,0,0.26227200031280518,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,17,0,0.2635200023651123,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,18,0,0.26329600811004639,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,19,0,0.26368001103401184,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,20,0,0.26310399174690247,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,21,0,0.26342400908470154,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,22,0,0.26364800333976746,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,23,0,0.26406401395797729,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,24,0,0.26169601082801819,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,25,0,0.2635200023651123,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,26,0,0.26396799087524414,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,27,0,0.26374399662017822,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,28,0,0.26796799898147583,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,29,0,0.26243200898170471,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,30,0,0.26214399933815002,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,31,0,0.2630079984664917,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,32,0,0.26380801200866699,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,33,0,0.26451200246810913,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,34,0,0.26281601190567017,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,35,0,0.26243200898170471,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,36,0,0.26745599508285522,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,37,0,0.2635200023651123,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,38,0,0.26345598697662354,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,39,0,0.26214399933815002,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,40,0,0.26339200139045715,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,41,0,0.26438400149345398,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,42,0,0.26374399662017822,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,43,0,0.26256000995635986,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,44,0,0.26169601082801819,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,45,0,0.26467201113700867,2290852.5958181741
2026-08-30T12:01:45Z,NVIDIA H200 NVL,full,g1_u16_global_fp64,u16_global_fp64,16-bit full global LUT to FP64,dot,67108864,512,256,16,fp64,global,16,1,65536,65536,524288,0,0,0,1,0,1,nan,10,46,0,0.26249599456787109,2290852.5958181741
